UT,noun_phrase,n
WOS:000312299400002,unwanted interaction,1
WOS:000312299400002,unwanted qubit -qubit interaction,1
WOS:000312299400003,application,1
WOS:000312299400003,assembly,1
WOS:000312299400003,bell basis,1
WOS:000312299400003,bell state,1
WOS:000312299400003,discrete component,1
WOS:000312299400003,entanglement,1
WOS:000312299400003,excit state,1
WOS:000312299400003,ground,1
WOS:000312299400003,hand selection,1
WOS:000312299400003,hardware,1
WOS:000312299400003,interaction,1
WOS:000312299400003,maximum likelihood estimator,1
WOS:000312299400003,monochromatic drive,1
WOS:000312299400003,noncomputational level,1
WOS:000312299400003,photon excitation,1
WOS:000312299400003,photon rabi-like oscillation,1
WOS:000312299400003,photon vertical bar,1
WOS:000312299400003,qubit,2
WOS:000312299400003,qubit gate fidelity,1
WOS:000312299400003,qubit universal control,1
WOS:000312299400003,rectangular microwave cavity,1
WOS:000312299400003,same technique,1
WOS:000312299400003,single qubit control,1
WOS:000312299400003,spin echo sequence,1
WOS:000312299400003,style,1
WOS:000312299400003,system,3
WOS:000312299400003,transition,2
WOS:000312299400003,vertical bar,1
WOS:000312299400003,waveguide cavity,1
WOS:000312381400125,accurate multi-class classification,1
WOS:000312381400125,annotator,1
WOS:000312381400125,art methods,1
WOS:000312381400125,audio class,1
WOS:000312381400125,audio concept,1
WOS:000312381400125,audio content,1
WOS:000312381400125,audio track,1
WOS:000312381400125,audio word,1
WOS:000312381400125,audio word weight scheme,1
WOS:000312381400125,computational simplicity,1
WOS:000312381400125,computer algorithm,1
WOS:000312381400125,concept detection,1
WOS:000312381400125,constrained setting,1
WOS:000312381400125,data,1
WOS:000312381400125,dataset,1
WOS:000312381400125,description,1
WOS:000312381400125,discriminative power,1
WOS:000312381400125,dry -run set,1
WOS:000312381400125,event classification,1
WOS:000312381400125,full set,1
WOS:000312381400125,method,2
WOS:000312381400125,paper,1
WOS:000312381400125,random -forest vocabulary,1
WOS:000312381400125,random forest,2
WOS:000312381400125,random forests,1
WOS:000312381400125,retrieval methods,1
WOS:000312381400125,scale classification,1
WOS:000312381400125,small number,1
WOS:000312381400125,state,2
WOS:000312381400125,symbol level description,1
WOS:000312381400125,symbolic representation,1
WOS:000312381400125,system,1
WOS:000312381400125,text,1
WOS:000312381400125,trecvid,1
WOS:000312381400125,wild,1
WOS:000312381400125,word,2
WOS:000312381404117,approach,1
WOS:000312381404117,art mllr speaker recognition system,1
WOS:000312381404117,automatic speech recognition output,1
WOS:000312381404117,baseline system,2
WOS:000312381404117,certain speech region,1
WOS:000312381404117,consistent gain,1
WOS:000312381404117,criterion,1
WOS:000312381404117,fashion,1
WOS:000312381404117,feature,2
WOS:000312381404117,feature extraction,1
WOS:000312381404117,major class,1
WOS:000312381404117,mllr estimation,1
WOS:000312381404117,mllr speaker adaptation transform,1
WOS:000312381404117,mllr transform,1
WOS:000312381404117,model,2
WOS:000312381404117,multiple region,1
WOS:000312381404117,paper,1
WOS:000312381404117,prosodic criterion,2
WOS:000312381404117,region,3
WOS:000312381404117,speaker recognition model,1
WOS:000312381404117,speaker recognitionwith region,1
WOS:000312381404117,speaker verification task,1
WOS:000312381404117,standard cepstral speaker recognition model,1
WOS:000312381404117,state,1
WOS:000312381404117,such region,1
WOS:000312381404117,transform feature,1
WOS:000312494400003,amplitude,1
WOS:000312494400003,analysis,1
WOS:000312494400003,behavior,1
WOS:000312494400003,channel,1
WOS:000312494400003,decoherence,1
WOS:000312494400003,depolarization,1
WOS:000312494400003,device,1
WOS:000312494400003,diagonal pauli,1
WOS:000312494400003,function,1
WOS:000312494400003,gate,1
WOS:000312494400003,logical error rate,2
WOS:000312494400003,multiparameter error model,1
WOS:000312494400003,numerical monte carlo simulation,1
WOS:000312494400003,order analytic formula,1
WOS:000312494400003,pauli twirl approximation,1
WOS:000312494400003,performance,1
WOS:000312494400003,phase,1
WOS:000312494400003,possible fault,1
WOS:000312494400003,quantum computer architecture,1
WOS:000312494400003,qubit t,1
WOS:000312494400003,readout error,1
WOS:000312494400003,result,1
WOS:000312494400003,scalable fault,1
WOS:000312494400003,state preparation,1
WOS:000312494400003,superconducting architecture,1
WOS:000312494400003,surface code,2
WOS:000312494400003,threshold,1
WOS:000312494400003,tolerant,1
WOS:000312494400003,tolerant quantum computation,1
WOS:000313646500086,american institute,1
WOS:000313646500086,amorphous phase qubit,1
WOS:000313646500086,capacitor,2
WOS:000313646500086,coherent josephson phase qubit,1
WOS:000313646500086,commercial silicon,1
WOS:000313646500086,crystalline silicon,1
WOS:000313646500086,design,1
WOS:000313646500086,factor,1
WOS:000313646500086,insulator wafer,1
WOS:000313646500086,josephson phase qubit,1
WOS:000313646500086,larger integrate circuit,1
WOS:000313646500086,multiple qubit,1
WOS:000313646500086,physic,1
WOS:000313646500086,qubit energy relaxation time,1
WOS:000313646500086,reactive ion etching,1
WOS:000313646500086,resonator,1
WOS:000313646500086,side,1
WOS:000313646500086,significant increase,1
WOS:000313646500086,silicon membrane,1
WOS:000313646500086,single crystal silicon capacitor,1
WOS:000313646500086,single crystal silicon shunt capacitor,1
WOS:000313646500086,subsequent metallization,1
WOS:000313646500086,superior dielectric loss,1
WOS:000313646500086,time,1
WOS:000314283800053,-junction logic gate,2
WOS:000314283800053,access time,1
WOS:000314283800053,address,1
WOS:000314283800053,american cryoprobe model bcp,1
WOS:000314283800053,back package,1
WOS:000314283800053,chip,2
WOS:000314283800053,cmo chip,1
WOS:000314283800053,cmo memory,2
WOS:000314283800053,data,1
WOS:000314283800053,delay test,1
WOS:000314283800053,digital computing,1
WOS:000314283800053,equivalent arrangement,1
WOS:000314283800053,hypre,1
WOS:000314283800053,input signal,1
WOS:000314283800053,josephson chip,1
WOS:000314283800053,kb hybrid,1
WOS:000314283800053,kb hybrid josephson,1
WOS:000314283800053,kb memory,2
WOS:000314283800053,level,1
WOS:000314283800053,memory,1
WOS:000314283800053,memory cell,1
WOS:000314283800053,mm cmo chip,1
WOS:000314283800053,mm josephson interface chip,1
WOS:000314283800053,mv amplitude,1
WOS:000314283800053,mv output signal,1
WOS:000314283800053,niobium technology,1
WOS:000314283800053,nm technology,1
WOS:000314283800053,operation,1
WOS:000314283800053,output current,1
WOS:000314283800053,overall read delay,1
WOS:000314283800053,pad layout,1
WOS:000314283800053,piggy,1
WOS:000314283800053,power,1
WOS:000314283800053,power dissipation,2
WOS:000314283800053,ps access time,1
WOS:000314283800053,sensitive cmo comparator,1
WOS:000314283800053,short wire bond,1
WOS:000314283800053,signal,3
WOS:000314283800053,such amplifier,1
WOS:000314283800053,suzuki stack,1
WOS:000314283800053,system,1
WOS:000314283800053,test probe,1
WOS:000314283800053,test signal,1
WOS:000314283800053,testing,1
WOS:000314283800053,tsmc,1
WOS:000314283800053,turn,1
WOS:000314283800053,ultrashort delay,1
WOS:000314283800053,write input,1
WOS:000314770300123,photodetector,1
WOS:000314770300123,transparent ion trap,1
WOS:000315304700001,conjecture care,1
WOS:000315304700001,conjecture class,1
WOS:000315304700001,counterexample,1
WOS:000315304700001,implication,1
WOS:000315304700001,kalai,2
WOS:000315304700001,perspective,1
WOS:000315304700001,prospect,1
WOS:000315304700001,scale fault,1
WOS:000315304700001,simple counterexample,1
WOS:000315304700001,tolerant quantum computation,1
WOS:000315304700007,binary field,1
WOS:000315304700007,bit basis,1
WOS:000315304700007,choice,2
WOS:000315304700007,circuit depth,1
WOS:000315304700007,coefficient,1
WOS:000315304700007,computation,1
WOS:000315304700007,corresponds,1
WOS:000315304700007,cryptography,1
WOS:000315304700007,depth,1
WOS:000315304700007,element,1
WOS:000315304700007,elementary gate set,1
WOS:000315304700007,fault,1
WOS:000315304700007,field,1
WOS:000315304700007,first construction,1
WOS:000315304700007,form of,1
WOS:000315304700007,gaussian normal basis representation,1
WOS:000315304700007,ghost,1
WOS:000315304700007,important role,1
WOS:000315304700007,inversion,1
WOS:000315304700007,inverter,1
WOS:000315304700007,itoh,1
WOS:000315304700007,knowledge,1
WOS:000315304700007,literature,1
WOS:000315304700007,m log,1
WOS:000315304700007,multiplicative inverse,1
WOS:000315304700007,normal basis representation,1
WOS:000315304700007,permutation,1
WOS:000315304700007,quantum arithmetic.,1
WOS:000315304700007,quantum binary field inversion,1
WOS:000315304700007,quantum circuit,3
WOS:000315304700007,representation,1
WOS:000315304700007,representation finite field,1
WOS:000315304700007,resource estimate,1
WOS:000315304700007,resource requirement,1
WOS:000315304700007,significant impact,1
WOS:000315304700007,sub-quadratic depth,1
WOS:000315304700007,theory,1
WOS:000315304700007,tolerant implementation,1
WOS:000315304700007,tsujii algorithm,1
WOS:000315410800003,certain sociolinguistic behavior,1
WOS:000315410800003,computational modeling,1
WOS:000315410800003,cultural phenomena,1
WOS:000315410800003,disagreement,1
WOS:000315410800003,discourse,1
WOS:000315410800003,first detect,1
WOS:000315410800003,higher level social role,1
WOS:000315410800003,involvement,1
WOS:000315410800003,leadership,1
WOS:000315410800003,multi-party dialogue,1
WOS:000315410800003,novel approach,1
WOS:000315410800003,order model,1
WOS:000315410800003,paper,1
WOS:000315410800003,presence,1
WOS:000315410800003,sociocultural phenomena,1
WOS:000315410800003,tier approach,1
WOS:000315410800003,topic control,1
WOS:000315410800003,understanding,1
WOS:000315488300004,local topological order inhibit thermal stability,1
WOS:000315646600003,electrode ion trap,1
WOS:000315646600003,junction surface,1
WOS:000315646600003,reliable transport,1
WOS:000315743600007,catch,1
WOS:000315743600007,control,1
WOS:000315743600007,distant resonator,1
WOS:000315743600007,dynamical control,1
WOS:000315743600007,fidelity quantum state transfer,1
WOS:000315743600007,intrinsic resonator decay rate,1
WOS:000315743600007,key functionality,1
WOS:000315743600007,measurement transmission line,1
WOS:000315743600007,microwave photon state,1
WOS:000315743600007,nonclassical fock state,1
WOS:000315743600007,photon,2
WOS:000315743600007,photon emission rate,1
WOS:000315743600007,qubit,1
WOS:000315743600007,release,1
WOS:000315743600007,release waveform,1
WOS:000315743600007,resonator,3
WOS:000315743600007,resonator coupling,1
WOS:000315743600007,time,1
WOS:000315743600007,variable coupling,1
WOS:000315799200003,arthur game,1
WOS:000315799200003,product state,1
WOS:000315799200003,quantum merlin,1
WOS:000315799200003,tensor optimization na,1
WOS:000315860200001,extractive summary,1
WOS:000315860200001,scientific paradigms,1
WOS:000316319300001,benchmark protocol,1
WOS:000316319300001,clifford group,1
WOS:000316319300001,clifford operation,1
WOS:000316319300001,gate,1
WOS:000316319300001,interleaved experiment,1
WOS:000316319300001,measurement error,1
WOS:000316319300001,optimal average error,1
WOS:000316319300001,process verification,1
WOS:000316319300001,protocol,1
WOS:000316319300001,quantum process tomography,1
WOS:000316319300001,qubit clifford gate,1
WOS:000316319300001,qubit cross -resonance gate implementation,1
WOS:000316319300001,qubit gate,1
WOS:000316319300001,qubit gate error,2
WOS:000316319300001,qubit quantum gate,1
WOS:000316319300001,qubit unitary,1
WOS:000316319300001,random,1
WOS:000316319300001,randomize benchmarking,1
WOS:000316319300001,state preparation,1
WOS:000316319300001,superconducting qubit,1
WOS:000316319300001,system,1
WOS:000316319300001,value,1
WOS:000316382000005,magnetic field,1
WOS:000316382000005,unpaired floquet majorana fermion,1
WOS:000316411100003,reset protocol,1
WOS:000316411100003,superconducting qubit,1
WOS:000316441000014,adaptive optic,1
WOS:000316441000014,america,1
WOS:000316441000014,approach,3
WOS:000316441000014,atmospheric blur,1
WOS:000316441000014,binary iris code,1
WOS:000316441000014,blurry irise ree tiris image,1
WOS:000316441000014,data set,1
WOS:000316441000014,daugman,1
WOS:000316441000014,false match,1
WOS:000316441000014,false positive detections,1
WOS:000316441000014,frame denoising,1
WOS:000316441000014,hamm distances,1
WOS:000316441000014,high accuracy,1
WOS:000316441000014,ideal imaging condition,1
WOS:000316441000014,image,1
WOS:000316441000014,image restoration,1
WOS:000316441000014,image restoration approach,1
WOS:000316441000014,image sequence,1
WOS:000316441000014,increase recognition performance,1
WOS:000316441000014,irise,1
WOS:000316441000014,know true positive,1
WOS:000316441000014,low increase,1
WOS:000316441000014,mean hd,1
WOS:000316441000014,methods,1
WOS:000316441000014,multiframe fusion,1
WOS:000316441000014,multiframe fusion approach,1
WOS:000316441000014,noise,1
WOS:000316441000014,optical aberration,1
WOS:000316441000014,optical society,1
WOS:000316441000014,performance,1
WOS:000316441000014,pure digital image restoration approach,1
WOS:000316441000014,recognition,2
WOS:000316441000014,restoration,2
WOS:000316441000014,result,1
WOS:000316441000014,robust restoration,1
WOS:000316441000014,single image,2
WOS:000316441000014,standoff distance,1
WOS:000316441000014,subject,1
WOS:000316441000014,tiris recognitions,1
WOS:000316441000014,turbulent atmospheric condition,1
WOS:000316441000014,unique hardware component,1
WOS:000316441000014,value,1
WOS:000316502200038,approach,1
WOS:000316502200038,discriminative cross -entropy error function,1
WOS:000316502200038,discriminative training,1
WOS:000316502200038,em algorithm,1
WOS:000316502200038,factor analysis,1
WOS:000316502200038,jous,1
WOS:000316502200038,maximum -likelihood generative modeling,1
WOS:000316502200038,original approach,1
WOS:000316502200038,orthogonalization,1
WOS:000316502200038,simplified version,1
WOS:000316502200038,speaker recognition,1
WOS:000316502200038,speaker verification,1
WOS:000316502200038,strategy,1
WOS:000316502200038,vector extraction,1
WOS:000316502200038,vector extractor,2
WOS:000316502200038,vector extractor matrix,1
WOS:000316502200038,vector extractor parameter,1
WOS:000316502200038,vector extractor training,1
WOS:000316502200038,version,1
WOS:000316502201074,adaptive stream fusion,1
WOS:000316502201074,multistream recognition,1
WOS:000316502201074,speech na,1
WOS:000316659400001,-qubit gate,1
WOS:000316659400001,allow,1
WOS:000316659400001,amplitude damping,1
WOS:000316659400001,approximation,1
WOS:000316659400001,channel,2
WOS:000316659400001,circuit,2
WOS:000316659400001,clifford channel,1
WOS:000316659400001,efficient simulation,1
WOS:000316659400001,error,1
WOS:000316659400001,error channel,1
WOS:000316659400001,gottesman,1
WOS:000316659400001,larger set,1
WOS:000316659400001,measurement,1
WOS:000316659400001,monte carlo,1
WOS:000316659400001,pauli gate,1
WOS:000316659400001,pauli measurement,1
WOS:000316659400001,poor approximation,1
WOS:000316659400001,quantum error-correction circuit,1
WOS:000316659400001,random insertion,1
WOS:000316659400001,realistic channel,1
WOS:000316659400001,realistic error,1
WOS:000316659400001,realistic error channel,1
WOS:000316659400001,simulable error channel,1
WOS:000316659400001,stabilizer,1
WOS:000316659400001,stabilizer formalism,1
WOS:000316659400001,viable method,1
WOS:000316660900001,exact synthesis,1
WOS:000316660900001,multiqubit clifford,1
WOS:000316660900001,t circuit,1
WOS:000316966200008,arbitrary waveform generator,1
WOS:000316966200008,quantum information,1
WOS:000316993500003,depth,1
WOS:000316993500003,quantum circuit,1
WOS:000317004600001,ability,1
WOS:000317004600001,art system,1
WOS:000317004600001,asv system,1
WOS:000317004600001,asymmetric scoring,1
WOS:000317004600001,channel variability,1
WOS:000317004600001,classifier,1
WOS:000317004600001,concise representation,1
WOS:000317004600001,core data set,1
WOS:000317004600001,cosine distance scoring,1
WOS:000317004600001,discriminative training,1
WOS:000317004600001,effective speaker verification,1
WOS:000317004600001,efficient automatic speaker verification,1
WOS:000317004600001,factor analysis,1
WOS:000317004600001,framework,1
WOS:000317004600001,framework suffer,1
WOS:000317004600001,good modeling,1
WOS:000317004600001,improvements,1
WOS:000317004600001,inter,1
WOS:000317004600001,kernel,1
WOS:000317004600001,kpls,1
WOS:000317004600001,machine,1
WOS:000317004600001,nist,1
WOS:000317004600001,non-linearity,1
WOS:000317004600001,plda,1
WOS:000317004600001,probabilistic linear discriminant analysis,1
WOS:000317004600001,problem,1
WOS:000317004600001,recent progress,1
WOS:000317004600001,several condition,1
WOS:000317004600001,shot similarity scoring,1
WOS:000317004600001,speaker,1
WOS:000317004600001,speaker characteristic,1
WOS:000317004600001,speaker recognition,1
WOS:000317004600001,speaker relationship,1
WOS:000317004600001,square,1
WOS:000317004600001,state,1
WOS:000317004600001,symmetric kernel,1
WOS:000317004600001,system,1
WOS:000317004600001,training data imbalance,1
WOS:000317004600001,vector,1
WOS:000317004600001,vector related research,1
WOS:000317004600001,vector space,2
WOS:000317190800002,architecture,1
WOS:000317190800002,array,1
WOS:000317190800002,building block,1
WOS:000317190800002,charge noise,1
WOS:000317190800002,cnot gate,1
WOS:000317190800002,correcte gate operation,1
WOS:000317190800002,error reduction,1
WOS:000317190800002,exchange,1
WOS:000317190800002,field gradient,1
WOS:000317190800002,fluctuat,1
WOS:000317190800002,interqubit exchange link,1
WOS:000317190800002,key step,1
WOS:000317190800002,multiqubit gate operation,1
WOS:000317190800002,presence,1
WOS:000317190800002,quantum error correction threshold,1
WOS:000317190800002,qubit,1
WOS:000317190800002,qubit control sequence,1
WOS:000317190800002,resistant control,1
WOS:000317190800002,scale quantum computation,1
WOS:000317190800002,semiconductor,1
WOS:000317190800002,simple form,1
WOS:000317190800002,singlet,1
WOS:000317190800002,spin qubit,1
WOS:000317190800002,systematic method,1
WOS:000317190800002,triplet qubit,1
WOS:000317190800014,dc squid,1
WOS:000317190800014,geometry dependence,1
WOS:000317190800014,magnetic flux noise,1
WOS:000317190800014,temperature,1
WOS:000317191400008,axial mode,1
WOS:000317191400008,conventional raman sideband cool,1
WOS:000317191400008,cool motional mode,1
WOS:000317191400008,demonstration,1
WOS:000317191400008,duration,1
WOS:000317191400008,ground state,1
WOS:000317191400008,ion chain,2
WOS:000317191400008,ion pair,1
WOS:000317191400008,laser intensity,1
WOS:000317191400008,linear ion chain,1
WOS:000317191400008,magnitude reduction,1
WOS:000317191400008,mode,1
WOS:000317191400008,motional mode,1
WOS:000317191400008,order,1
WOS:000317191400008,previous implementation,1
WOS:000317191400008,significant reduction,1
WOS:000317191400008,transparency cool,1
WOS:000317191400008,transparency laser cool,1
WOS:000317191400008,transparency laser cooling,1
WOS:000317825500003,absence,1
WOS:000317825500003,decoherence time t,1
WOS:000317825500003,direction,1
WOS:000317825500003,electric field,4
WOS:000317825500003,g factor,2
WOS:000317825500003,ground,1
WOS:000317825500003,hole,1
WOS:000317825500003,hole spin relaxation,1
WOS:000317825500003,large anisotropy,1
WOS:000317825500003,large t,1
WOS:000317825500003,longitudinal confinement length,1
WOS:000317825500003,longitudinal ge,1
WOS:000317825500003,magnetic field,1
WOS:000317825500003,milliseconds,1
WOS:000317825500003,optimal setup,1
WOS:000317825500003,order,1
WOS:000317825500003,phonon,1
WOS:000317825500003,phonon hole spin relaxation time,1
WOS:000317825500003,quantum dot,1
WOS:000317825500003,relative shell thickness,1
WOS:000317825500003,respect,1
WOS:000317825500003,shell nanowire quantum dot,1
WOS:000317825500003,si core,1
WOS:000317825500003,small electric fields,1
WOS:000317825500003,spin lifetime,1
WOS:000317825500003,tunability,1
WOS:000317825500003,tunable g factor,1
WOS:000317825500003,vanish,1
WOS:000317915200004,-clifford gate,1
WOS:000317915200004,2d geometry,1
WOS:000317915200004,3d geometry,1
WOS:000317915200004,certain degree,1
WOS:000317915200004,class,1
WOS:000317915200004,classification,2
WOS:000317915200004,clifford group,2
WOS:000317915200004,computation,1
WOS:000317915200004,constant size light cone,1
WOS:000317915200004,depth circuit,3
WOS:000317915200004,depth quantum circuit,1
WOS:000317915200004,error,1
WOS:000317915200004,finite group,1
WOS:000317915200004,gate,3
WOS:000317915200004,gate you,1
WOS:000317915200004,important task,1
WOS:000317915200004,large code distance,1
WOS:000317915200004,letter,1
WOS:000317915200004,local stabilizer,1
WOS:000317915200004,local stabilizer codes,1
WOS:000317915200004,operation,1
WOS:000317915200004,order,1
WOS:000317915200004,pauli operator,1
WOS:000317915200004,propagation,1
WOS:000317915200004,protection,1
WOS:000317915200004,quantum error correct code,1
WOS:000317915200004,rotation,1
WOS:000317915200004,stabilizer code,1
WOS:000317915200004,step,1
WOS:000317915200004,such gate,1
WOS:000317915200004,topological protection,1
WOS:000317915200004,topological stabilizer code,1
WOS:000317915200004,unitary gate,1
WOS:000317915200004,universality,1
WOS:000317915200004,upu dagger,1
WOS:000318016600026,markov random field,1
WOS:000318016600026,pose-invariant face recognition,1
WOS:000318212800011,accordance,1
WOS:000318212800011,combiner,1
WOS:000318212800011,controllable feedback,1
WOS:000318212800011,device,1
WOS:000318212800011,device function,1
WOS:000318212800011,difference,1
WOS:000318212800011,frequency,1
WOS:000318212800011,full coherent frequency conversion,1
WOS:000318212800011,full conversion point,1
WOS:000318212800011,full frequency conversion,1
WOS:000318212800011,function,1
WOS:000318212800011,fundamental eigenmode,1
WOS:000318212800011,idler,1
WOS:000318212800011,input signal,1
WOS:000318212800011,intensity,1
WOS:000318212800011,josephson,1
WOS:000318212800011,microwave domain,1
WOS:000318212800011,microwave mode,2
WOS:000318212800011,phase,1
WOS:000318212800011,photon level,1
WOS:000318212800011,potential application,1
WOS:000318212800011,pump tone,1
WOS:000318212800011,quantum information transduction,1
WOS:000318212800011,realization,1
WOS:000318212800011,signal output,1
WOS:000318212800011,theory,1
WOS:000318212800011,ultrasensitive interferometer,1
WOS:000318212800011,wave beam splitter,1
WOS:000318212800011,wave mixing device,1
WOS:000318268800057,alox,1
WOS:000318268800057,area,1
WOS:000318268800057,barrier junction,1
WOS:000318268800057,consistency,1
WOS:000318268800057,critical current fluctuation,1
WOS:000318268800057,data,1
WOS:000318268800057,density,1
WOS:000318268800057,ensemble,1
WOS:000318268800057,equivalence,1
WOS:000318268800057,f noise,1
WOS:000318268800057,fractional noise power spectrum,1
WOS:000318268800057,frequency,1
WOS:000318268800057,glassy system,1
WOS:000318268800057,implication,1
WOS:000318268800057,josephson junction,2
WOS:000318268800057,junction barrier,1
WOS:000318268800057,level fluctuator,2
WOS:000318268800057,low frequency resistance,1
WOS:000318268800057,noise,1
WOS:000318268800057,oxide barrier,1
WOS:000318268800057,recent qubit experiment,1
WOS:000318268800057,result,1
WOS:000318268800057,scale,1
WOS:000318268800057,similar magnitudes,1
WOS:000318268800057,state resistance,1
WOS:000318268800057,temperature,1
WOS:000318268800057,temperature measurement,1
WOS:000318268800057,temperature scaling,1
WOS:000318268800057,typical value,1
WOS:000318269300095,center strip,1
WOS:000318269300095,communication bus,1
WOS:000318269300095,coplanar waveguide resonator,1
WOS:000318269300095,fast tunable superconducting resonator,1
WOS:000318269300095,frequency,1
WOS:000318269300095,gigahertz,1
WOS:000318269300095,level state,1
WOS:000318269300095,memory element,1
WOS:000318269300095,microscopic,1
WOS:000318269300095,microwave photon fock,1
WOS:000318269300095,prototype quantum processorespect,1
WOS:000318269300095,quantum interference device,1
WOS:000318269300095,quantum measurement,1
WOS:000318269300095,quantum state characterization,1
WOS:000318269300095,qubit,2
WOS:000318269300095,resonator,4
WOS:000318269300095,resonator performance,1
WOS:000318269300095,shutle energy quanta,1
WOS:000318269300095,time,1
WOS:000318269300095,tunable resonator,1
WOS:000318269300095,tuning range,1
WOS:000318472500001,ability,1
WOS:000318472500001,decoherence na,1
WOS:000318472500001,error-transparent evolution,1
WOS:000318472500001,multi-body interaction,1
WOS:000318502600002,body interaction,1
WOS:000318502600002,cavity mode,1
WOS:000318502600002,code,2
WOS:000318502600002,creation,1
WOS:000318502600002,dynamic generation,1
WOS:000318502600002,fidelity,2
WOS:000318502600002,lifetime,1
WOS:000318502600002,logical qubit,1
WOS:000318502600002,magnitude,1
WOS:000318502600002,measurement,1
WOS:000318502600002,memory,1
WOS:000318502600002,noninteracting stabilizer,1
WOS:000318502600002,optimal period t -opt,1
WOS:000318502600002,period length t,1
WOS:000318502600002,periodic,1
WOS:000318502600002,physical qubit,1
WOS:000318502600002,possible pulse error,1
WOS:000318502600002,pulse sequence,2
WOS:000318502600002,quantum memory,2
WOS:000318502600002,qubit system,1
WOS:000318502600002,range attractive interaction,1
WOS:000318502600002,scheme,1
WOS:000318502600002,self,1
WOS:000318502600002,stabilizer operators,1
WOS:000318502600002,thermal anyon,1
WOS:000318502600002,time evolution,1
WOS:000318502600002,toric code,3
WOS:000318553000068,ald film,1
WOS:000318553000068,ald process,1
WOS:000318553000068,ald process show,1
WOS:000318553000068,atomic layer,2
WOS:000318553000068,defect density,1
WOS:000318553000068,deuterium,2
WOS:000318553000068,device failure,1
WOS:000318553000068,dielectric,1
WOS:000318553000068,dielectric defect,1
WOS:000318553000068,different oxidation condition,1
WOS:000318553000068,electrical performance,1
WOS:000318553000068,electronic device,1
WOS:000318553000068,entrained defects,1
WOS:000318553000068,exhibit,1
WOS:000318553000068,fabricate metal,1
WOS:000318553000068,films,1
WOS:000318553000068,hydrogen,1
WOS:000318553000068,hydrogen defects,2
WOS:000318553000068,insulator,2
WOS:000318553000068,leakage,1
WOS:000318553000068,leakage current,1
WOS:000318553000068,lowest number,1
WOS:000318553000068,majority,1
WOS:000318553000068,metal trilayer,2
WOS:000318553000068,plasma,1
WOS:000318553000068,poor performance,1
WOS:000318553000068,role,1
WOS:000318553000068,situ fabrication technique,1
WOS:000318553000068,source,1
WOS:000318553000068,thermal ald process,1
WOS:000318553000068,time,1
WOS:000318553000068,ultraclean metal,1
WOS:000318553000068,water,1
WOS:000319121800009,analysis,1
WOS:000319121800009,climbing,1
WOS:000319121800009,coherent state,1
WOS:000319121800009,combination,1
WOS:000319121800009,concept,1
WOS:000319121800009,creation,1
WOS:000319121800009,cumming ladder,1
WOS:000319121800009,displacement,1
WOS:000319121800009,displacement amplitude,1
WOS:000319121800009,electrical manipulation,1
WOS:000319121800009,electrostatic trapping potential,1
WOS:000319121800009,experimental creation,1
WOS:000319121800009,experimental reconstruction,1
WOS:000319121800009,good agreement,1
WOS:000319121800009,interference,1
WOS:000319121800009,jayne,1
WOS:000319121800009,laser,1
WOS:000319121800009,non-classical generalization,1
WOS:000319121800009,number,1
WOS:000319121800009,number state,4
WOS:000319121800009,number state distribution,1
WOS:000319121800009,phase space,1
WOS:000319121800009,quantum feature,1
WOS:000319121800009,result,1
WOS:000319121800009,state,2
WOS:000319121800009,sudden shift,1
WOS:000319121800009,vibrational mode,1
WOS:000319278400003,catch-disperse,1
WOS:000319278400003,qubit,1
WOS:000319278400003,release readout,1
WOS:000319443100038,analysis,1
WOS:000319443100038,direct fringe write architecture,1
WOS:000319443100038,holographic display,1
WOS:000319443100038,implementation,1
WOS:000319443100038,photorefractive polymer,1
WOS:000319618000008,dependent admittance,1
WOS:000319618000008,weak link,1
WOS:000320946800003,alternative method,1
WOS:000320946800003,architecture,1
WOS:000320946800003,box function,1
WOS:000320946800003,case,1
WOS:000320946800003,consistent manner,1
WOS:000320946800003,consistent quantum process tomography quantum process tomography,1
WOS:000320946800003,entire library,1
WOS:000320946800003,error,1
WOS:000320946800003,essential ingredient,1
WOS:000320946800003,experiment,1
WOS:000320946800003,fault,1
WOS:000320946800003,gate,3
WOS:000320946800003,gate design,1
WOS:000320946800003,larger set,1
WOS:000320946800003,likelihood function,1
WOS:000320946800003,measurement,1
WOS:000320946800003,measurement operators,1
WOS:000320946800003,necessary tool,1
WOS:000320946800003,optimization tractable,1
WOS:000320946800003,order,1
WOS:000320946800003,oversampling,1
WOS:000320946800003,practical setting,1
WOS:000320946800003,preparation,1
WOS:000320946800003,process tomography,1
WOS:000320946800003,quantum computer,1
WOS:000320946800003,quantum gate,1
WOS:000320946800003,reasonable approximation,1
WOS:000320946800003,self,2
WOS:000320946800003,situation all,1
WOS:000320946800003,standard approach,1
WOS:000320946800003,state,1
WOS:000320946800003,system,1
WOS:000320946800003,systematic error,1
WOS:000320946800003,target,1
WOS:000320946800003,tomography,2
WOS:000320990800007,bell state fidelity,1
WOS:000320990800007,demonstration,1
WOS:000320990800007,deterministic creation,1
WOS:000320990800007,dynamical decoupling,1
WOS:000320990800007,error,1
WOS:000320990800007,experimental implementation,1
WOS:000320990800007,gate scheme,1
WOS:000320990800007,insensitive state,1
WOS:000320990800007,ion entangling,1
WOS:000320990800007,magnetic field,1
WOS:000320990800007,main source,1
WOS:000320990800007,method,1
